ISBN,editura,calea,an_aparitie,rating,opID
8807,ThomsonReuters,http://www.gutenberg.org/files/8807/8807-index.htm,2005,10,50736
8808,Hachette Livre,http://www.gutenberg.org/files/8808/mp3/8808-007.mp3,2005,8,50737
8809,Group Madrigal,http://www.gutenberg.org/files/8809/mp3/8809-034.mp3,2005,4,50738
881,Abril Educacao,http://www.gutenberg.org/files/881/881-h/881-h.htm,1997,4,50739
8810,Pearson,http://www.gutenberg.org/files/8810/mp3/8810-018.mp3,2005,8,50740
8811,Klett,http://www.gutenberg.org/files/8811/mp3/8811-009.mp3,2005,10,50741
8812,Group Madrigal,http://www.gutenberg.org/files/8812/mp3/8812-018.mp3,2005,4,50742
7448,Whiley,http://www.gutenberg.org/ebooks/7448.epub.images,2005,3,49226
7449,Penguin Random,http://www.gutenberg.org/ebooks/7449.epub.noimages,2005,7,49227
745,Boneir,http://www.gutenberg.org/files/745/745.zip,1996,2,49228
7450,Informa,http://www.gutenberg.org/files/7450/7450-h.zip,2005,6,49229
7451,House,http://www.gutenberg.org/ebooks/7451.epub.noimages,2005,6,49230
7452,RCS Libri,http://www.gutenberg.org/ebooks/7452.txt.utf-8,2005,7,49231
7453,Informa,http://www.gutenberg.org/ebooks/7453.txt.utf-8,2005,3,49232
7454,RCS Libri,http://www.gutenberg.org/ebooks/7454.rdf,2005,6,49233
7455,Informa,http://www.gutenberg.org/ebooks/7455.html.images,2005,4,49234
7456,House,http://www.gutenberg.org/files/7456/7456-0.txt,2005,5,49235
7457,Hachette Livre,http://www.gutenberg.org/ebooks/7457.html.images,2005,7,49236
7458,Abril Educacao,http://www.gutenberg.org/ebooks/7458.html.noimages,2005,7,49237
7459,House,http://www.gutenberg.org/ebooks/7459.kindle.noimages,2005,5,49238
746,Klett,http://www.gutenberg.org/files/746/746.txt,1996,5,49239
7460,Harper Collins,http://www.gutenberg.org/ebooks/7460.epub.images,2005,6,49240
7461,Grupo Planeta,http://www.gutenberg.org/ebooks/7461.kindle.images,2005,4,49241
7462,ThomsonReuters,http://www.gutenberg.org/ebooks/7462.kindle.images,2005,8,49242
7463,Hachette Livre,http://www.gutenberg.org/ebooks/7463.rdf,2005,8,49243
7464,Klett,http://www.gutenberg.org/files/7464/7464.txt,2005,4,49244
7465,Grupo Planeta,http://www.gutenberg.org/ebooks/7465.epub.noimages,2005,9,49245
7466,Whiley,http://www.gutenberg.org/ebooks/7466.kindle.noimages,2005,7,49246
7467,Informa,http://www.gutenberg.org/files/7467/7467-h.zip,2005,9,49247
7468,Abril Educacao,http://www.gutenberg.org/ebooks/7468.rdf,2005,10,49248
7469,Klett,http://www.gutenberg.org/files/7469/7469-8.zip,2005,1,49249
747,Scholastic,http://www.gutenberg.org/ebooks/747.txt.utf-8,1996,1,49250
7470,Informa,http://www.gutenberg.org/files/7470/7470-h.zip,2005,9,49251
7471,Hachette Livre,http://www.gutenberg.org/ebooks/7471.rdf,2005,7,49252
7472,La martiniere,http://www.gutenberg.org/ebooks/7472.kindle.images,2005,3,49253
7473,Whiley,http://www.gutenberg.org/ebooks/7473.epub.noimages,2005,3,49254
7474,Scholastic,http://www.gutenberg.org/ebooks/7474.epub.images,2005,9,49255
7475,Grupo Planeta,http://www.gutenberg.org/ebooks/7475.kindle.images,2005,2,49256
7476,Group Madrigal,http://www.gutenberg.org/files/7476/7476-8.zip,2005,9,49257
7477,Whiley,http://www.gutenberg.org/ebooks/7477.txt.utf-8,2005,9,49258
7478,Harper Collins,http://www.gutenberg.org/ebooks/7478.epub.noimages,2005,5,49259
7479,Grupo Planeta,http://www.gutenberg.org/ebooks/7479.kindle.noimages,2005,2,49260
748,La martiniere,http://www.gutenberg.org/ebooks/748.rdf,1996,4,49261
7480,Klett,http://www.gutenberg.org/ebooks/7480.kindle.noimages,2005,7,49262
7481,Boneir,http://www.gutenberg.org/ebooks/7481.epub.noimages,2005,2,49263
7482,Holtzbrinck,http://www.gutenberg.org/files/7482/7482.zip,2005,4,49264
7483,ThomsonReuters,http://www.gutenberg.org/ebooks/7483.html.images,2005,4,49265
7484,House,http://www.gutenberg.org/ebooks/7484.epub.noimages,2005,9,49266
7485,Holtzbrinck,http://www.gutenberg.org/ebooks/7485.html.noimages,2005,10,49267
7486,Holtzbrinck,http://www.gutenberg.org/ebooks/7486.rdf,2005,3,49268
7487,Pearson,http://www.gutenberg.org/files/7487/7487-h/7487-h.htm,2005,4,49269
7488,Scholastic,http://www.gutenberg.org/ebooks/7488.rdf,2005,9,49270
7489,Holtzbrinck,http://www.gutenberg.org/files/7489/7489-8.txt,2005,7,49271
749,Boneir,http://www.gutenberg.org/files/749/749-h.zip,1996,8,49272
7490,La martiniere,http://www.gutenberg.org/ebooks/7490.kindle.noimages,2005,6,49273
7491,ThomsonReuters,http://www.gutenberg.org/ebooks/7491.html.noimages,2005,9,49274
7492,Harper Collins,http://www.gutenberg.org/files/7492/7492-h/7492-h.htm,2005,10,49275
7493,Holtzbrinck,http://www.gutenberg.org/ebooks/7493.txt.utf-8,2005,7,49276
7494,Abril Educacao,http://www.gutenberg.org/ebooks/7494.txt.utf-8,2005,5,49277
7495,Klett,http://www.gutenberg.org/ebooks/7495.epub.images,2005,5,49278
7496,House,http://www.gutenberg.org/ebooks/7496.txt.utf-8,2005,4,49279
7497,La martiniere,http://www.gutenberg.org/ebooks/7497.kindle.noimages,2005,5,49280
7498,ThomsonReuters,http://www.gutenberg.org/ebooks/7498.kindle.images,2005,6,49281
7499,Abril Educacao,http://www.gutenberg.org/ebooks/7499.html.images,2005,3,49282
75,Abril Educacao,http://www.gutenberg.org/ebooks/75.txt.utf-8,1993,3,49283
750,Relx Group,http://www.gutenberg.org/files/750/750.zip,1996,6,49284
7500,Boneir,http://www.gutenberg.org/files/7500/7500-h.zip,2005,6,49285
7501,Hachette Livre,http://www.gutenberg.org/ebooks/7501.epub.images,2005,10,49286
7502,Penguin Random,http://www.gutenberg.org/files/7502/7502-h/7502-h.htm,2005,3,49287
7503,Scholastic,http://www.gutenberg.org/files/7503/7503-8.zip,2005,4,49288
7504,Relx Group,http://www.gutenberg.org/ebooks/7504.epub.images,2005,5,49289
7505,Penguin Random,http://www.gutenberg.org/files/7505/7505-h.zip,2005,4,49290
7506,Whiley,http://www.gutenberg.org/files/7506/7506-h/7506-h.htm,2005,1,49291
7507,Whiley,http://www.gutenberg.org/files/7507/music/LVB_op_130_5.MUS,2005,5,49292
7508,La martiniere,http://www.gutenberg.org/ebooks/7508.epub.images,2005,9,49293
7509,House,http://www.gutenberg.org/files/7509/7509-h.zip,2004,8,49294
751,Harper Collins,http://www.gutenberg.org/files/751/751-h/751-h.htm,1996,4,49295
7510,Abril Educacao,http://www.gutenberg.org/ebooks/7510.rdf,2005,10,49296
7511,RCS Libri,http://www.gutenberg.org/files/7511/7511-8.zip,2005,4,49297
7512,Informa,http://www.gutenberg.org/ebooks/7512.html.images,2005,1,49298
7513,Holtzbrinck,http://www.gutenberg.org/ebooks/7513.epub.images,2005,6,49299
7514,Pearson,http://www.gutenberg.org/files/7514/7514.zip,2005,1,49300
7515,Boneir,http://www.gutenberg.org/files/7515/7515.txt,2005,3,49301
7516,Informa,http://www.gutenberg.org/ebooks/7516.kindle.noimages,2005,8,49302
7517,Harper Collins,http://www.gutenberg.org/ebooks/7517.kindle.images,2005,9,49303
7518,House,http://www.gutenberg.org/files/7518/7518-h.zip,2005,1,49304
7519,Harper Collins,http://www.gutenberg.org/ebooks/7519.epub.images,2005,8,49305
752,Informa,http://www.gutenberg.org/ebooks/752.txt.utf-8,2006,2,49306
7520,Klett,http://www.gutenberg.org/files/7520/7520-h.zip,2005,3,49307
7521,Klett,http://www.gutenberg.org/ebooks/7521.rdf,2005,7,49308
7522,House,http://www.gutenberg.org/files/7522/7522-8.txt,2005,8,49309
7523,Scholastic,http://www.gutenberg.org/ebooks/7523.epub.images,2005,2,49310
7524,Relx Group,http://www.gutenberg.org/ebooks/7524.rdf,2005,9,49311
7525,Holtzbrinck,http://www.gutenberg.org/ebooks/7525.kindle.images,2005,1,49312
7526,La martiniere,http://www.gutenberg.org/files/7526/7526-8.zip,2005,4,49313
7527,Relx Group,http://www.gutenberg.org/files/7527/7527-h/7527-h.htm,2005,10,49314
7528,Whiley,http://www.gutenberg.org/ebooks/7528.kindle.noimages,2005,5,49315
8813,Relx Group,http://www.gutenberg.org/ebooks/8813.kindle.images,2005,6,50743
8814,Boneir,http://www.gutenberg.org/files/8814/8814-8.txt,2005,6,50744
8815,Boneir,http://www.gutenberg.org/ebooks/8815.kindle.noimages,2005,2,50745
8816,Pearson,http://www.gutenberg.org/files/8816/mp3/8816-068.mp3,2005,6,50746
8817,Whiley,http://www.gutenberg.org/files/8817/8817-readme.txt,2005,3,50747
8818,Hachette Livre,http://www.gutenberg.org/ebooks/8818.rdf,2005,5,50748
8819,House,http://www.gutenberg.org/ebooks/8819.rdf,2005,3,50749
882,Holtzbrinck,http://www.gutenberg.org/files/882/882.txt,1997,2,50750
8820,Abril Educacao,http://www.gutenberg.org/ebooks/8820.kindle.images,2005,8,50751
8821,Holtzbrinck,http://www.gutenberg.org/ebooks/8821.rdf,2005,6,50752
8822,Whiley,http://www.gutenberg.org/ebooks/8822.kindle.images,2005,7,50753
8823,Group Madrigal,http://www.gutenberg.org/ebooks/8823.rdf,2005,2,50754
8824,Pearson,http://www.gutenberg.org/ebooks/8824.txt.utf-8,2005,4,50755
8825,Abril Educacao,http://www.gutenberg.org/ebooks/8825.rdf,2005,4,50756
8826,Relx Group,http://www.gutenberg.org/ebooks/8826.kindle.images,2005,6,50757
8827,Pearson,http://www.gutenberg.org/ebooks/8827.txt.utf-8,2005,7,50758
8828,La martiniere,http://www.gutenberg.org/ebooks/8828.html.images,2005,4,50759
8829,Klett,http://www.gutenberg.org/ebooks/8829.kindle.images,2005,4,50760
883,Harper Collins,http://www.gutenberg.org/ebooks/883.txt.utf-8,2006,4,50761
8830,Group Madrigal,http://www.gutenberg.org/ebooks/8830.kindle.images,2005,8,50762
8831,Group Madrigal,http://www.gutenberg.org/ebooks/8831.kindle.images,2005,1,50763
8832,Whiley,http://www.gutenberg.org/ebooks/8832.epub.noimages,2005,3,50764
8833,Abril Educacao,http://www.gutenberg.org/ebooks/8833.kindle.images,2005,4,50765
8834,Penguin Random,http://www.gutenberg.org/ebooks/8834.html.noimages,2005,9,50766
8835,Harper Collins,http://www.gutenberg.org/ebooks/8835.epub.images,2005,6,50767
8836,Grupo Planeta,http://www.gutenberg.org/ebooks/8836.html.noimages,2005,10,50768
8837,Group Madrigal,http://www.gutenberg.org/ebooks/8837.html.noimages,2005,2,50769
8838,Grupo Planeta,http://www.gutenberg.org/ebooks/8838.txt.utf-8,2005,4,50770
8839,Pearson,http://www.gutenberg.org/files/8839/8839.txt,2005,6,50771
884,House,http://www.gutenberg.org/ebooks/884.rdf,1997,10,50772
8840,La martiniere,http://www.gutenberg.org/ebooks/8840.kindle.noimages,2005,3,50773
8841,Informa,http://www.gutenberg.org/ebooks/8841.rdf,2005,5,50774
8842,Group Madrigal,http://www.gutenberg.org/ebooks/8842.html.noimages,2005,5,50775
8843,Group Madrigal,http://www.gutenberg.org/ebooks/8843.html.noimages,2005,3,50776
8844,Klett,http://www.gutenberg.org/ebooks/8844.epub.noimages,2005,8,50777
8845,Grupo Planeta,http://www.gutenberg.org/ebooks/8845.epub.images,2005,3,50778
8846,Whiley,http://www.gutenberg.org/ebooks/8846.html.noimages,2005,6,50779
8847,Pearson,http://www.gutenberg.org/files/8847/8847.zip,2005,10,50780
8848,Pearson,http://www.gutenberg.org/ebooks/8848.html.noimages,2005,7,50781
8849,Group Madrigal,http://www.gutenberg.org/ebooks/8849.txt.utf-8,2005,4,50782
885,RCS Libri,http://www.gutenberg.org/files/885/885-h.zip,1997,2,50783
8850,Penguin Random,http://www.gutenberg.org/ebooks/8850.epub.noimages,2005,3,50784
8851,RCS Libri,http://www.gutenberg.org/ebooks/8851.kindle.noimages,2005,8,50785
8852,RCS Libri,http://www.gutenberg.org/ebooks/8852.kindle.images,2005,7,50786
8853,Penguin Random,http://www.gutenberg.org/ebooks/8853.html.images,2005,7,50787
8854,Abril Educacao,http://www.gutenberg.org/ebooks/8854.rdf,2005,4,50788
8855,La martiniere,http://www.gutenberg.org/ebooks/8855.epub.images,2005,1,50789
8856,Holtzbrinck,http://www.gutenberg.org/ebooks/8856.kindle.images,2005,9,50790
8857,Holtzbrinck,http://www.gutenberg.org/files/8857/8857-h/8857-h.htm,2005,10,50791
8858,House,http://www.gutenberg.org/files/8858/8858-8.txt,2005,8,50792
8859,Informa,http://www.gutenberg.org/files/8859/8859-h.zip,2005,7,50793
886,Holtzbrinck,http://www.gutenberg.org/files/886/886-h/886-h.htm,1997,10,50794
8860,Grupo Planeta,http://www.gutenberg.org/files/8860/8860-8.txt,2005,10,50795
8861,House,http://www.gutenberg.org/files/8861/8861-h.zip,2005,6,50796
8862,La martiniere,http://www.gutenberg.org/ebooks/8862.txt.utf-8,2005,3,50797
8863,House,http://www.gutenberg.org/ebooks/8863.rdf,2005,7,50798
8864,Klett,http://www.gutenberg.org/ebooks/8864.txt.utf-8,2005,3,50799
8865,Harper Collins,http://www.gutenberg.org/ebooks/8865.kindle.images,2005,6,50800
8866,Hachette Livre,http://www.gutenberg.org/ebooks/8866.txt.utf-8,2005,5,50801
8867,Boneir,http://www.gutenberg.org/ebooks/8867.kindle.noimages,2005,5,50802
8868,Pearson,http://www.gutenberg.org/ebooks/8868.html.noimages,2005,7,50803
8869,Pearson,http://www.gutenberg.org/ebooks/8869.txt.utf-8,2005,3,50804
887,RCS Libri,http://www.gutenberg.org/ebooks/887.epub.images,1997,10,50805
8870,Informa,http://www.gutenberg.org/files/8870/8870-8.txt,2005,1,50806
8871,Pearson,http://www.gutenberg.org/files/8871/8871-8.zip,2005,4,50807
8872,Hachette Livre,http://www.gutenberg.org/ebooks/8872.epub.noimages,2005,10,50808
8873,Scholastic,http://www.gutenberg.org/files/8873/8873-8.zip,2005,7,50809
8874,Whiley,http://www.gutenberg.org/files/8874/8874-8.txt,2005,7,50810
8875,Whiley,http://www.gutenberg.org/files/8875/8875-8.zip,2005,6,50811
8876,Hachette Livre,http://www.gutenberg.org/ebooks/8876.epub.noimages,2005,7,50812
8877,La martiniere,http://www.gutenberg.org/ebooks/8877.kindle.images,2005,2,50813
8878,Scholastic,http://www.gutenberg.org/ebooks/8878.txt.utf-8,2005,7,50814
8879,Abril Educacao,http://www.gutenberg.org/files/8879/8879.zip,2005,9,50815
888,RCS Libri,http://www.gutenberg.org/files/888/888-h.zip,1997,10,50816
8880,Boneir,http://www.gutenberg.org/ebooks/8880.epub.noimages,2005,4,50817
8881,Harper Collins,http://www.gutenberg.org/ebooks/8881.epub.noimages,2005,6,50818
8882,Pearson,http://www.gutenberg.org/ebooks/8882.html.noimages,2005,3,50819
8883,Scholastic,http://www.gutenberg.org/files/8883/8883.zip,2005,6,50820
8884,Abril Educacao,http://www.gutenberg.org/files/8884/8884-8.txt,2005,9,50821
8885,House,http://www.gutenberg.org/files/8885/8885-8.txt,2005,6,50822
8886,Scholastic,http://www.gutenberg.org/ebooks/8886.kindle.images,2005,2,50823
8887,La martiniere,http://www.gutenberg.org/files/8887/8887-8.txt,2005,8,50824
8888,Grupo Planeta,http://www.gutenberg.org/ebooks/8888.epub.noimages,2005,7,50825
8889,Informa,http://www.gutenberg.org/ebooks/8889.kindle.noimages,2005,3,50826
889,ThomsonReuters,http://www.gutenberg.org/ebooks/889.kindle.images,1997,8,50827
8890,Holtzbrinck,http://www.gutenberg.org/ebooks/8890.txt.utf-8,2005,9,50828
8891,La martiniere,http://www.gutenberg.org/ebooks/8891.html.noimages,2005,5,50829
8892,La martiniere,http://www.gutenberg.org/ebooks/8892.epub.noimages,2005,8,50830
8893,Pearson,http://www.gutenberg.org/ebooks/8893.epub.noimages,2005,5,50831
8894,Pearson,http://www.gutenberg.org/ebooks/8894.epub.noimages,2005,1,50832
7529,La martiniere,http://www.gutenberg.org/files/7529/7529-h.zip,2005,2,49316
753,Penguin Random,http://www.gutenberg.org/ebooks/753.epub.images,1996,4,49317
7530,Grupo Planeta,http://www.gutenberg.org/files/7530/7530-8.txt,2005,7,49318
7531,ThomsonReuters,http://www.gutenberg.org/ebooks/7531.kindle.noimages,2005,8,49319
7532,RCS Libri,http://www.gutenberg.org/files/7532/7532.zip,2005,5,49320
7533,House,http://www.gutenberg.org/ebooks/7533.txt.utf-8,2005,8,49321
7534,House,http://www.gutenberg.org/files/7534/7534.txt,2005,10,49322
7535,ThomsonReuters,http://www.gutenberg.org/files/7535/7535-h/7535-h.htm,2005,5,49323
7536,Grupo Planeta,http://www.gutenberg.org,2016,7,49324
7537,Harper Collins,http://www.gutenberg.org/files/7537/7537-8.txt,2005,4,49325
7538,ThomsonReuters,http://www.gutenberg.org/ebooks/7538.kindle.images,2004,1,49326
7539,Group Madrigal,http://www.gutenberg.org/ebooks/7539.epub.images,2004,2,49327
754,Informa,http://www.gutenberg.org/ebooks/754.epub.noimages,1996,4,49328
7540,Group Madrigal,http://www.gutenberg.org/files/7540/7540.zip,2004,1,49329
7541,Holtzbrinck,http://www.gutenberg.org/ebooks/7541.epub.images,2005,6,49330
7542,House,http://www.gutenberg.org/cache/epub/7542/pg7542.cover.small.jpg,2004,7,49331
7543,Informa,http://www.gutenberg.org/files/7543/7543.zip,2004,7,49332
7544,Group Madrigal,http://www.gutenberg.org/files/7544/7544-h/7544-h.htm,2005,5,49333
7545,Grupo Planeta,http://www.gutenberg.org/files/7545/7545-h/7545-h.htm,2004,8,49334
7546,Boneir,http://www.gutenberg.org/files/7546/7546-h.zip,2004,7,49335
7547,Hachette Livre,http://www.gutenberg.org/ebooks/7547.kindle.noimages,2004,3,49336
7548,Relx Group,http://www.gutenberg.org/ebooks/7548.epub.images,2004,10,49337
7549,Boneir,http://www.gutenberg.org/cache/epub/7549/pg7549.cover.medium.jpg,2004,10,49338
755,Abril Educacao,http://www.gutenberg.org/ebooks/755.kindle.images,1996,7,49339
7550,Relx Group,http://www.gutenberg.org/files/7550/7550-h.zip,2004,3,49340
7551,Hachette Livre,http://www.gutenberg.org/ebooks/7551.kindle.noimages,2004,4,49341
7552,Group Madrigal,http://www.gutenberg.org/files/7552/7552.txt,2004,1,49342
7553,Hachette Livre,http://www.gutenberg.org/ebooks/7553.kindle.noimages,2004,9,49343
7554,Klett,http://www.gutenberg.org/cache/epub/7554/pg7554.cover.small.jpg,2004,3,49344
7555,RCS Libri,http://www.gutenberg.org/ebooks/7555.epub.images,2004,7,49345
7556,Scholastic,http://www.gutenberg.org/ebooks/7556.txt.utf-8,2004,8,49346
7557,RCS Libri,http://www.gutenberg.org/files/7557/7557-h/7557-h.htm,2004,5,49347
7558,Holtzbrinck,http://www.gutenberg.org/ebooks/7558.epub.images,2005,6,49348
7559,Penguin Random,http://www.gutenberg.org/ebooks/7559.kindle.images,2005,5,49349
756,Whiley,http://www.gutenberg.org/files/756/756-h/756-h.htm,1996,8,49350
7560,RCS Libri,http://www.gutenberg.org/ebooks/7560.kindle.images,2005,7,49351
7561,RCS Libri,http://www.gutenberg.org/ebooks/7561.rdf,2005,6,49352
7562,Whiley,http://www.gutenberg.org/ebooks/7562.kindle.noimages,2005,8,49353
7563,Relx Group,http://www.gutenberg.org/files/7563/7563-h/7563-h.htm,2005,6,49354
7564,Relx Group,http://www.gutenberg.org/ebooks/7564.rdf,2005,1,49355
7565,House,http://www.gutenberg.org/ebooks/7565.kindle.images,2005,5,49356
7566,Scholastic,http://www.gutenberg.org/files/7566/7566-h/7566-h.htm,2005,2,49357
7567,Penguin Random,http://www.gutenberg.org/files/7567/7567.zip,2009,2,49358
7568,Informa,http://www.gutenberg.org/files/7568/7568-h/7568-h.htm,2009,2,49359
7569,Grupo Planeta,http://www.gutenberg.org/ebooks/7569.kindle.images,2009,1,49360
757,La martiniere,http://www.gutenberg.org/dirs/etext96/50bab10.zip,1996,9,49361
7570,Pearson,http://www.gutenberg.org/cache/epub/7570/pg7570.cover.small.jpg,2009,2,49362
7571,RCS Libri,http://www.gutenberg.org/files/7571/7571.txt,2009,9,49363
7572,Penguin Random,http://www.gutenberg.org/cache/epub/7572/pg7572.cover.small.jpg,2009,1,49364
7573,Hachette Livre,http://www.gutenberg.org/ebooks/7573.rdf,2009,6,49365
7574,Klett,http://www.gutenberg.org/ebooks/7574.kindle.images,2009,10,49366
7575,Holtzbrinck,http://www.gutenberg.org/ebooks/7575.kindle.noimages,2009,3,49367
7576,ThomsonReuters,http://www.gutenberg.org/cache/epub/7576/pg7576.cover.medium.jpg,2009,5,49368
7577,ThomsonReuters,http://www.gutenberg.org/cache/epub/7577/pg7577.cover.medium.jpg,2009,10,49369
7578,Pearson,http://www.gutenberg.org/cache/epub/7578/pg7578.cover.medium.jpg,2009,4,49370
7579,RCS Libri,http://www.gutenberg.org/files/7579/7579.txt,2009,8,49371
758,Whiley,http://www.gutenberg.org/files/758/758.txt,1996,3,49372
7580,Holtzbrinck,http://www.gutenberg.org/cache/epub/7580/pg7580.cover.small.jpg,2009,7,49373
7581,Harper Collins,http://www.gutenberg.org/ebooks/7581.epub.noimages,2009,10,49374
7582,Klett,http://www.gutenberg.org/ebooks/7582.txt.utf-8,2009,6,49375
7583,Holtzbrinck,http://www.gutenberg.org/files/7583/7583-h/7583-h.htm,2009,8,49376
7584,Boneir,http://www.gutenberg.org/ebooks/7584.kindle.noimages,2009,5,49377
7585,ThomsonReuters,http://www.gutenberg.org/files/7585/7585-h/7585-h.htm,2009,3,49378
7586,Relx Group,http://www.gutenberg.org/files/7586/7586.zip,2005,8,49379
7587,Holtzbrinck,http://www.gutenberg.org/ebooks/7587.rdf,2005,4,49380
7588,Abril Educacao,http://www.gutenberg.org/files/7588/7588.txt,2005,1,49381
7589,House,http://www.gutenberg.org/files/7589/7589.txt,2005,10,49382
759,Holtzbrinck,http://www.gutenberg.org/ebooks/759.kindle.images,1996,10,49383
7590,Pearson,http://www.gutenberg.org/ebooks/7590.html.images,2005,3,49384
7591,Group Madrigal,http://www.gutenberg.org/ebooks/7591.kindle.images,2005,7,49385
7592,House,http://www.gutenberg.org/ebooks/7592.epub.images,2005,9,49386
7593,House,http://www.gutenberg.org/ebooks/7593.html.images,2005,2,49387
7594,House,http://www.gutenberg.org/ebooks/7594.rdf,2005,2,49388
7595,House,http://www.gutenberg.org/ebooks/7595.html.noimages,2005,7,49389
7596,ThomsonReuters,http://www.gutenberg.org/ebooks/7596.html.images,2005,7,49390
7597,Relx Group,http://www.gutenberg.org/ebooks/7597.epub.noimages,2005,2,49391
7598,Grupo Planeta,http://www.gutenberg.org/ebooks/7598.epub.images,2005,9,49392
7599,La martiniere,http://www.gutenberg.org/ebooks/7599.html.images,2005,3,49393
76,Harper Collins,http://www.gutenberg.org/cache/epub/76/pg76.cover.small.jpg,2004,10,49394
760,Informa,http://www.gutenberg.org/ebooks/760.kindle.noimages,1996,7,49395
7600,Klett,http://www.gutenberg.org/ebooks/7600.rdf,2005,7,49396
7601,Grupo Planeta,http://www.gutenberg.org/ebooks/7601.kindle.images,2005,4,49397
7602,La martiniere,http://www.gutenberg.org/ebooks/7602.html.images,2005,2,49398
7603,House,http://www.gutenberg.org/ebooks/7603.kindle.noimages,2005,6,49399
7604,Harper Collins,http://www.gutenberg.org/ebooks/7604.txt.utf-8,2005,5,49400
7605,Penguin Random,http://www.gutenberg.org/ebooks/7605.kindle.noimages,2004,4,49401
7606,Scholastic,http://www.gutenberg.org/ebooks/7606.kindle.images,2005,7,49402
8895,Harper Collins,http://www.gutenberg.org/files/8895/8895-8.txt,2005,1,50833
8896,Penguin Random,http://www.gutenberg.org/ebooks/8896.kindle.images,2005,9,50834
8897,Harper Collins,http://www.gutenberg.org/ebooks/8897.kindle.images,2005,2,50835
8898,Pearson,http://www.gutenberg.org/ebooks/8898.txt.utf-8,2005,10,50836
8899,ThomsonReuters,http://www.gutenberg.org/ebooks/8899.epub.images,2005,10,50837
89,RCS Libri,http://www.gutenberg.org/files/89/89-Contents.txt,1993,10,50838
890,Abril Educacao,http://www.gutenberg.org/ebooks/890.rdf,2008,9,50839
8900,ThomsonReuters,http://www.gutenberg.org/files/8900/8900-h.zip,2005,3,50840
8901,Abril Educacao,http://www.gutenberg.org/ebooks/8901.epub.images,2005,1,50841
8902,Harper Collins,http://www.gutenberg.org/ebooks/8902.txt.utf-8,2005,10,50842
8903,Abril Educacao,http://www.gutenberg.org/files/8903/8903-8.zip,2005,2,50843
8904,RCS Libri,http://www.gutenberg.org/files/8904/8904-0.zip,2005,9,50844
8905,Harper Collins,http://www.gutenberg.org/ebooks/8905.epub.noimages,2005,2,50845
8906,La martiniere,http://www.gutenberg.org/ebooks/8906.html.noimages,2005,6,50846
8907,Penguin Random,http://www.gutenberg.org/files/8907/8907-8.txt,2005,8,50847
8908,RCS Libri,http://www.gutenberg.org/files/8908/8908-h.zip,2005,1,50848
8909,ThomsonReuters,http://www.gutenberg.org/files/8909/8909-h.zip,2005,10,50849
891,Boneir,http://www.gutenberg.org/files/891/891-h.zip,2008,9,50850
8910,RCS Libri,http://www.gutenberg.org/ebooks/8910.epub.noimages,2005,7,50851
8911,Group Madrigal,http://www.gutenberg.org/files/8911/8911-h/8911-h.htm,2004,7,50852
8912,La martiniere,http://www.gutenberg.org/ebooks/8912.rdf,2005,3,50853
8913,Abril Educacao,http://www.gutenberg.org/ebooks/8913.kindle.images,2005,2,50854
8914,Klett,http://www.gutenberg.org/files/8914/8914-8.zip,2005,6,50855
8915,Boneir,http://www.gutenberg.org/ebooks/8915.kindle.images,2005,8,50856
8916,Hachette Livre,http://www.gutenberg.org/ebooks/8916.html.noimages,2005,3,50857
8917,Relx Group,http://www.gutenberg.org/ebooks/8917.txt.utf-8,2005,5,50858
8918,Harper Collins,http://www.gutenberg.org/ebooks/8918.rdf,2005,4,50859
8919,Relx Group,http://www.gutenberg.org/ebooks/8919.rdf,2005,10,50860
892,Abril Educacao,http://www.gutenberg.org/ebooks/892.kindle.noimages,2008,6,50861
8920,Pearson,http://www.gutenberg.org/files/8920/8920-h/8920-h.htm,2005,5,50862
8921,ThomsonReuters,http://www.gutenberg.org/ebooks/8921.html.images,2005,10,50863
8922,Informa,http://www.gutenberg.org/ebooks/8922.kindle.noimages,2005,7,50864
8923,RCS Libri,http://www.gutenberg.org/ebooks/8923.epub.images,2005,4,50865
8924,Scholastic,http://www.gutenberg.org/files/8924/8924-h/8924-h.htm,2005,4,50866
8925,La martiniere,http://www.gutenberg.org/ebooks/8925.html.images,2005,7,50867
8926,Scholastic,http://www.gutenberg.org/ebooks/8926.txt.utf-8,2005,10,50868
8927,Holtzbrinck,http://www.gutenberg.org/ebooks/8927.rdf,2005,1,50869
8928,ThomsonReuters,http://www.gutenberg.org/ebooks/8928.html.images,2005,3,50870
8929,Abril Educacao,http://www.gutenberg.org/files/8929/8929.txt,2005,6,50871
893,Pearson,http://www.gutenberg.org/ebooks/893.epub.noimages,2008,3,50872
8930,Relx Group,http://www.gutenberg.org/ebooks/8930.epub.noimages,2005,6,50873
8931,Penguin Random,http://www.gutenberg.org/ebooks/8931.rdf,2005,6,50874
8932,Whiley,http://www.gutenberg.org/ebooks/8932.kindle.images,2005,9,50875
8933,Hachette Livre,http://www.gutenberg.org/ebooks/8933.html.images,2005,2,50876
8934,Relx Group,http://www.gutenberg.org/ebooks/8934.kindle.images,2005,1,50877
8935,Holtzbrinck,http://www.gutenberg.org/files/8935/8935-h.zip,2005,8,50878
8936,Boneir,http://www.gutenberg.org/ebooks/8936.epub.images,2005,10,50879
8937,Klett,http://www.gutenberg.org/files/8937/8937.txt,2005,5,50880
