id,text,autor
513,I cannot imagine a God who rewards and punishes the objects of his creation whose purposes are modeled after our own; a God  in short who is but a reflection of human frailty. Neither can I believe that the individual survives the death of his body  although feeble souls harbor such thoughts through fear or ridiculous egotisms...,Albert Einstein
514,In every country and every age the priest has been hostile to liberty.,Thomas Jefferson.
515,A celibate clergy is an especially good idea because it tends to suppress any hereditary propensity toward fanaticism.,Carl Sagan.
516,I am amazed how many people on this planet are happy and free and never even saw the US constitution.,<Reason>.
517,Authoritarian government required to speak is silent. Representative government required to speak lies with impunity.,Napoleon.
518,There is always a certain meanness in the argument of conservatism joined with a certain superiority in its fact.,Ralph Waldo Emerson.
519,I have the greatest admiration for your propaganda. Propaganda in the West is carried out by experts who have had the best training in the world in the field of advertising and have mastered the techniques with exceptional proficiency. Yours are subtle and persuasive; ours are crude and obvious. I think that the fundamental difference between our worlds with respect to propaganda is quite simple. You tend to believe yours and we tend to disbelieve ours.,A U.S. based Soviet correspondent.
520,When you are right you cannot be too radical; when you are wrong you cannot be too conservative.,Martin Luther King
521,... The CIA has overthrown functioning democracies in over twenty countries.,John Stockwell
522,When you call yourself an Indian or a Muslim or a Christian or a European or anything else you are being violent. Do you see why it is violent? It is because you are separating yourself from the rest of mankind. When you separate yourself by belief  by nationality by tradition it breeds violence. So a man who is seeking to understand violence does not belong to any country to any religion to any political party or partial system; he is concerned with the total understanding of mankind.,J. Krishnamurthi.
523,Like all dreamers I mistook disenchantment for truth.,Jean Paul Sartre.
524,If it were all so simple! If only there were evil people somewhere insidiously committing evil deeds and it were necessary only to separate them from the rest of us and destroy them; but the line dividing good and evil cuts through the heart of every human being. And who is willing to destroy a piece of his own heart?,Aleksandr Solzhenitsyn.
525,If you speak the truth have one foot in the stirrup.,Turkish proverb.
526,... Somehow we find it hard to sell our values namely that the rich should plunder the poor.,John Foster Dulles.
527,To sin by silence when they should protest makes cowards of men.,Abraham Lincoln.
528,Reality is that which when you stop believing in it doesn't go away.,Philip K. Dick.
529,As a child I understood how to give; I have forgotten this grace since I became civilized.,Ohiyesa
530,Under capitalism man exploits man. Under communism it's just the opposite.,John Kenneth Galbraith.
531,The target suffered a terminal illness before a firing squad in Baghdad.,CIA officer at US Senate hearing on 1963 overthrow of Iraqi
532,Those who hate and fight must stop themselves; otherwise it is not stopped.,Spock
533,Can anything be stupider than that a man has the right to kill me because he lives on the other side of a river and his ruler has a quarrel with mine though I have not quarreled with him?,Blaise Pascal.
534,I was asked to memorize what I did not understand; and my memory being so good it refused to be insulted in that manner.,Aleister Crowley.
535,The greatest artists of this world are never puritans and seldom even ordinarily respectable.,H. L. Mencken.
536,It is hard to free fools from chains they revere.,Voltaire.
537,There is no real wealth but the labor of man. Where the mountains are of gold and the valleys of silver the world would not be one grain of corn the richer; not one comfort would be added to the human race.,Percy B. Shelley.
538,Foreign aid is when the poor people of a rich country give money to the rich people of a poor country.,Gary Hart
539,I don't really miss God but I sure miss Santa Claus!,Courtney Love.
540,Distrust all in whom the impulse to punish is powerful.,Nietzsche.
541,Man is the religious animal. He is the only religious animal. He is the only animal that has the True Religion several of them. He is the only animal that loves his neighbor as himself and cuts his throat if his theology isn't straight. He has made a graveyard of the globe in trying his honest best to smooth his brother's path to happiness and heaven.,Mark Twain.
542,The keenest sorrow is to recognize ourselves as the sole cause of all our adversities.,Sophocles.
543,The truth is more important than the facts.,Frank Lloyd Wright.
